Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-03-26 08:00:00,Austria,Austria,AT,224.53,274.36,68.93,62.32,entsoe.eu,false,
2021-03-26 09:00:00,Austria,Austria,AT,209.53,262.0,68.74,61.7,entsoe.eu,false,
2021-03-26 10:00:00,Austria,Austria,AT,192.99,245.41,69.99,62.99,entsoe.eu,false,
2021-03-26 11:00:00,Austria,Austria,AT,190.44,243.74,69.6,62.5,entsoe.eu,false,
2021-03-26 12:00:00,Austria,Austria,AT,189.8,243.17,69.85,62.52,entsoe.eu,false,
2021-03-26 13:00:00,Austria,Austria,AT,196.85,250.52,69.3,61.59,entsoe.eu,false,
2021-03-26 14:00:00,Austria,Austria,AT,202.08,255.92,68.29,60.66,entsoe.eu,false,
2021-03-26 15:00:00,Austria,Austria,AT,215.93,268.74,67.17,59.41,entsoe.eu,false,
2021-03-26 16:00:00,Austria,Austria,AT,219.99,266.55,69.33,62.72,entsoe.eu,false,
2021-03-26 17:00:00,Austria,Austria,AT,202.54,242.8,73.8,68.75,entsoe.eu,false,
2021-03-26 18:00:00,Austria,Austria,AT,172.12,207.52,78.27,74.31,entsoe.eu,false,
2021-03-26 19:00:00,Austria,Austria,AT,189.17,229.95,74.47,70.66,entsoe.eu,false,
2021-03-26 20:00:00,Austria,Austria,AT,195.87,245.56,68.87,64.41,entsoe.eu,false,
2021-03-26 21:00:00,Austria,Austria,AT,198.86,248.64,68.96,63.7,entsoe.eu,false,
2021-03-26 22:00:00,Austria,Austria,AT,188.89,237.36,70.88,65.3,entsoe.eu,false,
2021-03-26 23:00:00,Austria,Austria,AT,162.61,206.3,76.53,70.22,entsoe.eu,false,
2021-03-27 00:00:00,Austria,Austria,AT,162.84,206.81,77.0,69.58,entsoe.eu,false,
2021-03-27 01:00:00,Austria,Austria,AT,166.93,212.04,76.55,68.44,entsoe.eu,false,
2021-03-27 02:00:00,Austria,Austria,AT,156.74,202.83,77.32,69.31,entsoe.eu,false,
2021-03-27 03:00:00,Austria,Austria,AT,155.09,201.11,77.42,69.55,entsoe.eu,false,
2021-03-27 04:00:00,Austria,Austria,AT,160.61,206.32,76.99,68.69,entsoe.eu,false,
2021-03-27 05:00:00,Austria,Austria,AT,172.12,217.51,75.94,67.43,entsoe.eu,false,
2021-03-27 06:00:00,Austria,Austria,AT,178.65,227.54,72.62,65.17,entsoe.eu,false,
2021-03-27 07:00:00,Austria,Austria,AT,182.3,231.28,71.88,64.75,entsoe.eu,false,
2021-03-27 08:00:00,Austria,Austria,AT,166.09,214.17,73.83,67.34,entsoe.eu,false,
2021-03-27 09:00:00,Austria,Austria,AT,155.61,202.95,75.36,69.77,entsoe.eu,false,
2021-03-27 10:00:00,Austria,Austria,AT,156.72,204.76,74.78,69.47,entsoe.eu,false,
2021-03-27 11:00:00,Austria,Austria,AT,142.79,187.76,77.72,72.4,entsoe.eu,false,
2021-03-27 12:00:00,Austria,Austria,AT,123.46,165.2,80.9,75.93,entsoe.eu,false,
2021-03-27 13:00:00,Austria,Austria,AT,102.18,140.72,84.29,80.0,entsoe.eu,false,
2021-03-27 14:00:00,Austria,Austria,AT,99.82,138.3,84.62,80.36,entsoe.eu,false,
2021-03-27 15:00:00,Austria,Austria,AT,115.4,154.67,83.13,78.39,entsoe.eu,false,
2021-03-27 16:00:00,Austria,Austria,AT,140.86,181.9,79.41,75.18,entsoe.eu,false,
2021-03-27 17:00:00,Austria,Austria,AT,152.09,193.52,77.58,73.66,entsoe.eu,false,
2021-03-27 18:00:00,Austria,Austria,AT,146.19,178.69,82.7,80.94,entsoe.eu,false,
2021-03-27 19:00:00,Austria,Austria,AT,156.2,193.88,79.24,76.15,entsoe.eu,false,
2021-03-27 20:00:00,Austria,Austria,AT,173.83,218.14,74.56,69.91,entsoe.eu,false,
2021-03-27 21:00:00,Austria,Austria,AT,175.69,219.98,74.34,69.51,entsoe.eu,false,
2021-03-27 22:00:00,Austria,Austria,AT,180.88,227.14,73.34,67.88,entsoe.eu,false,
2021-03-27 23:00:00,Austria,Austria,AT,159.81,205.33,76.54,70.52,entsoe.eu,false,
2021-03-28 00:00:00,Austria,Austria,AT,152.19,196.92,78.21,70.95,entsoe.eu,false,
2021-03-28 01:00:00,Austria,Austria,AT,138.18,181.2,80.86,73.57,entsoe.eu,false,
2021-03-28 02:00:00,Austria,Austria,AT,128.57,171.26,82.05,75.15,entsoe.eu,false,
2021-03-28 03:00:00,Austria,Austria,AT,146.72,191.42,79.51,71.54,entsoe.eu,false,
2021-03-28 04:00:00,Austria,Austria,AT,158.06,205.01,76.84,68.81,entsoe.eu,false,
2021-03-28 05:00:00,Austria,Austria,AT,154.68,202.62,77.09,69.23,entsoe.eu,false,
2021-03-28 06:00:00,Austria,Austria,AT,149.89,198.64,77.35,69.76,entsoe.eu,false,
2021-03-28 07:00:00,Austria,Austria,AT,142.72,191.46,78.19,71.14,entsoe.eu,false,
2021-03-28 08:00:00,Austria,Austria,AT,144.17,194.45,77.13,70.43,entsoe.eu,false,
2021-03-28 09:00:00,Austria,Austria,AT,145.83,196.72,76.32,70.27,entsoe.eu,false,
2021-03-28 10:00:00,Austria,Austria,AT,137.89,187.92,77.44,71.91,entsoe.eu,false,
2021-03-28 11:00:00,Austria,Austria,AT,136.61,185.71,78.08,72.35,entsoe.eu,false,
2021-03-28 12:00:00,Austria,Austria,AT,126.68,174.22,80.55,74.65,entsoe.eu,false,
2021-03-28 13:00:00,Austria,Austria,AT,130.88,178.72,80.27,73.92,entsoe.eu,false,
2021-03-28 14:00:00,Austria,Austria,AT,140.04,187.75,79.28,72.32,entsoe.eu,false,
2021-03-28 15:00:00,Austria,Austria,AT,143.74,191.67,78.11,71.26,entsoe.eu,false,
2021-03-28 16:00:00,Austria,Austria,AT,167.79,216.7,74.69,67.46,entsoe.eu,false,
2021-03-28 17:00:00,Austria,Austria,AT,194.52,242.83,72.67,66.5,entsoe.eu,false,
2021-03-28 18:00:00,Austria,Austria,AT,194.43,241.56,73.21,67.56,entsoe.eu,false,
2021-03-28 19:00:00,Austria,Austria,AT,202.13,252.12,70.86,64.54,entsoe.eu,false,
2021-03-28 20:00:00,Austria,Austria,AT,204.69,256.81,69.47,62.65,entsoe.eu,false,
2021-03-28 21:00:00,Austria,Austria,AT,201.76,255.93,68.75,61.43,entsoe.eu,false,
2021-03-28 22:00:00,Austria,Austria,AT,196.65,247.2,71.38,62.28,entsoe.eu,false,
2021-03-28 23:00:00,Austria,Austria,AT,180.69,230.55,73.85,65.26,entsoe.eu,false,
2021-03-29 00:00:00,Austria,Austria,AT,181.65,230.99,74.03,65.06,entsoe.eu,false,
2021-03-29 01:00:00,Austria,Austria,AT,186.19,236.12,73.36,64.52,entsoe.eu,false,
2021-03-29 02:00:00,Austria,Austria,AT,199.35,250.44,71.45,62.65,entsoe.eu,false,
2021-03-29 03:00:00,Austria,Austria,AT,227.11,281.38,66.36,58.1,entsoe.eu,false,
2021-03-29 04:00:00,Austria,Austria,AT,230.3,281.63,66.73,59.83,entsoe.eu,false,
2021-03-29 05:00:00,Austria,Austria,AT,233.17,278.15,69.71,64.22,entsoe.eu,false,
2021-03-29 06:00:00,Austria,Austria,AT,226.25,270.37,70.58,65.26,entsoe.eu,false,
2021-03-29 07:00:00,Austria,Austria,AT,218.65,266.97,67.93,61.13,entsoe.eu,false,
2021-03-29 08:00:00,Austria,Austria,AT,200.92,250.06,69.43,63.25,entsoe.eu,false,
2021-03-29 09:00:00,Austria,Austria,AT,182.56,231.33,71.83,66.1,entsoe.eu,false,
2021-03-29 10:00:00,Austria,Austria,AT,165.99,216.78,72.48,67.4,entsoe.eu,false,
2021-03-29 11:00:00,Austria,Austria,AT,158.34,208.46,73.7,68.48,entsoe.eu,false,
2021-03-29 12:00:00,Austria,Austria,AT,157.98,207.54,73.89,68.47,entsoe.eu,false,
2021-03-29 13:00:00,Austria,Austria,AT,165.92,215.33,72.86,67.25,entsoe.eu,false,
2021-03-29 14:00:00,Austria,Austria,AT,182.14,232.62,70.92,64.69,entsoe.eu,false,
2021-03-29 15:00:00,Austria,Austria,AT,196.51,244.29,69.39,60.78,entsoe.eu,false,
2021-03-29 16:00:00,Austria,Austria,AT,210.67,257.83,67.89,60.51,entsoe.eu,false,
2021-03-29 17:00:00,Austria,Austria,AT,198.88,239.62,74.25,69.23,entsoe.eu,false,
2021-03-29 18:00:00,Austria,Austria,AT,187.87,227.32,75.68,72.01,entsoe.eu,false,
2021-03-29 19:00:00,Austria,Austria,AT,208.28,257.42,68.09,62.36,entsoe.eu,false,
2021-03-29 20:00:00,Austria,Austria,AT,217.75,271.94,64.94,57.9,entsoe.eu,false,
2021-03-29 21:00:00,Austria,Austria,AT,224.03,280.42,64.04,57.64,entsoe.eu,false,
2021-03-29 22:00:00,Austria,Austria,AT,213.61,269.83,65.05,58.09,entsoe.eu,false,
2021-03-29 23:00:00,Austria,Austria,AT,188.98,241.38,69.99,63.81,entsoe.eu,false,
2021-03-30 00:00:00,Austria,Austria,AT,185.18,234.76,70.11,62.05,entsoe.eu,false,
2021-03-30 01:00:00,Austria,Austria,AT,182.52,232.9,68.49,62.05,entsoe.eu,false,
2021-03-30 02:00:00,Austria,Austria,AT,181.52,233.85,67.56,62.04,entsoe.eu,false,
2021-03-30 03:00:00,Austria,Austria,AT,198.1,253.27,64.22,59.69,entsoe.eu,false,
2021-03-30 04:00:00,Austria,Austria,AT,196.64,246.71,65.99,61.85,entsoe.eu,false,
2021-03-30 05:00:00,Austria,Austria,AT,180.49,224.26,72.24,69.79,entsoe.eu,false,
2021-03-30 06:00:00,Austria,Austria,AT,175.79,217.91,74.12,72.4,entsoe.eu,false,
2021-03-30 07:00:00,Austria,Austria,AT,188.79,239.97,68.9,65.75,entsoe.eu,false,
2021-03-30 08:00:00,Austria,Austria,AT,186.02,239.57,69.14,65.38,entsoe.eu,false,
2021-03-30 09:00:00,Austria,Austria,AT,186.51,242.18,68.22,64.15,entsoe.eu,false,
2021-03-30 10:00:00,Austria,Austria,AT,177.16,233.62,68.87,65.02,entsoe.eu,false,
2021-03-30 11:00:00,Austria,Austria,AT,160.86,215.34,71.74,67.87,entsoe.eu,false,
2021-03-30 12:00:00,Austria,Austria,AT,158.84,213.15,72.2,68.16,entsoe.eu,false,
2021-03-30 13:00:00,Austria,Austria,AT,159.08,211.0,73.56,68.97,entsoe.eu,false,
2021-03-30 14:00:00,Austria,Austria,AT,177.46,232.76,68.82,64.41,entsoe.eu,false,
2021-03-30 15:00:00,Austria,Austria,AT,195.26,251.84,65.86,60.29,entsoe.eu,false,
2021-03-30 16:00:00,Austria,Austria,AT,196.26,245.46,68.4,63.9,entsoe.eu,false,
2021-03-30 17:00:00,Austria,Austria,AT,180.32,222.67,73.99,70.56,entsoe.eu,false,
2021-03-30 18:00:00,Austria,Austria,AT,181.38,220.59,75.91,73.27,entsoe.eu,false,
2021-03-30 19:00:00,Austria,Austria,AT,189.18,237.29,69.64,65.51,entsoe.eu,false,
2021-03-30 20:00:00,Austria,Austria,AT,187.12,230.18,70.12,65.19,entsoe.eu,false,
2021-03-30 21:00:00,Austria,Austria,AT,205.37,252.44,66.17,59.94,entsoe.eu,false,
2021-03-30 22:00:00,Austria,Austria,AT,222.15,278.91,63.17,57.45,entsoe.eu,false,
2021-03-30 23:00:00,Austria,Austria,AT,216.25,274.5,62.82,57.31,entsoe.eu,false,
2021-03-31 00:00:00,Austria,Austria,AT,213.39,272.7,62.58,56.95,entsoe.eu,false,
2021-03-31 01:00:00,Austria,Austria,AT,201.85,260.71,63.61,58.66,entsoe.eu,false,
2021-03-31 02:00:00,Austria,Austria,AT,203.24,260.64,64.04,58.15,entsoe.eu,false,
2021-03-31 03:00:00,Austria,Austria,AT,207.74,261.07,65.82,60.22,entsoe.eu,false,
2021-03-31 04:00:00,Austria,Austria,AT,200.71,246.64,69.0,62.62,entsoe.eu,false,
2021-03-31 05:00:00,Austria,Austria,AT,184.74,221.85,76.86,73.47,entsoe.eu,false,
2021-03-31 06:00:00,Austria,Austria,AT,177.07,214.68,77.47,74.93,entsoe.eu,false,
2021-03-31 07:00:00,Austria,Austria,AT,186.52,235.02,71.63,67.6,entsoe.eu,false,
2021-03-31 08:00:00,Austria,Austria,AT,189.99,243.51,69.39,64.72,entsoe.eu,false,
2021-03-31 09:00:00,Austria,Austria,AT,181.15,234.68,70.69,66.1,entsoe.eu,false,
2021-03-31 10:00:00,Austria,Austria,AT,169.86,223.72,71.71,68.08,entsoe.eu,false,
2021-03-31 11:00:00,Austria,Austria,AT,159.02,212.24,73.06,69.76,entsoe.eu,false,
2021-03-31 12:00:00,Austria,Austria,AT,154.23,208.16,73.04,69.26,entsoe.eu,false,
2021-03-31 13:00:00,Austria,Austria,AT,157.04,210.7,72.93,68.91,entsoe.eu,false,
2021-03-31 14:00:00,Austria,Austria,AT,165.85,219.63,71.76,67.24,entsoe.eu,false,
2021-03-31 15:00:00,Austria,Austria,AT,175.12,225.07,72.11,66.85,entsoe.eu,false,
2021-03-31 16:00:00,Austria,Austria,AT,162.29,204.57,75.18,70.57,entsoe.eu,false,
2021-03-31 17:00:00,Austria,Austria,AT,157.56,191.66,81.07,78.28,entsoe.eu,false,
2021-03-31 18:00:00,Austria,Austria,AT,160.27,194.17,80.84,77.94,entsoe.eu,false,
2021-03-31 19:00:00,Austria,Austria,AT,159.27,199.4,76.81,73.31,entsoe.eu,false,
2021-03-31 20:00:00,Austria,Austria,AT,147.22,189.03,76.87,73.44,entsoe.eu,false,
2021-03-31 21:00:00,Austria,Austria,AT,148.0,189.34,77.45,73.54,entsoe.eu,false,
2021-03-31 22:00:00,Austria,Austria,AT,168.71,214.87,74.43,68.09,entsoe.eu,false,
2021-03-31 23:00:00,Austria,Austria,AT,176.31,223.81,73.29,66.47,entsoe.eu,false,
2021-04-01 00:00:00,Austria,Austria,AT,168.13,212.61,76.0,68.91,entsoe.eu,false,
2021-04-01 01:00:00,Austria,Austria,AT,156.43,201.25,77.42,69.85,entsoe.eu,false,
2021-04-01 02:00:00,Austria,Austria,AT,157.92,202.3,77.79,69.47,entsoe.eu,false,
2021-04-01 03:00:00,Austria,Austria,AT,182.22,228.6,74.69,66.24,entsoe.eu,false,
2021-04-01 04:00:00,Austria,Austria,AT,174.45,215.35,76.71,70.17,entsoe.eu,false,
2021-04-01 05:00:00,Austria,Austria,AT,170.03,205.54,79.91,74.68,entsoe.eu,false,
2021-04-01 06:00:00,Austria,Austria,AT,173.27,210.96,78.69,73.87,entsoe.eu,false,
2021-04-01 07:00:00,Austria,Austria,AT,173.49,217.76,75.85,71.0,entsoe.eu,false,
2021-04-01 08:00:00,Austria,Austria,AT,169.61,216.99,74.43,69.83,entsoe.eu,false,
2021-04-01 09:00:00,Austria,Austria,AT,149.27,196.24,76.32,71.97,entsoe.eu,false,
2021-04-01 10:00:00,Austria,Austria,AT,124.17,169.97,78.82,75.24,entsoe.eu,false,
2021-04-01 11:00:00,Austria,Austria,AT,109.34,152.89,81.17,77.87,entsoe.eu,false,
2021-04-01 12:00:00,Austria,Austria,AT,105.0,146.77,82.2,78.72,entsoe.eu,false,
2021-04-01 13:00:00,Austria,Austria,AT,111.66,153.54,81.53,77.61,entsoe.eu,false,
2021-04-01 14:00:00,Austria,Austria,AT,120.35,162.65,80.31,75.95,entsoe.eu,false,
2021-04-01 15:00:00,Austria,Austria,AT,124.64,165.76,80.23,75.34,entsoe.eu,false,
2021-04-01 16:00:00,Austria,Austria,AT,130.18,169.85,79.65,74.7,entsoe.eu,false,
2021-04-01 17:00:00,Austria,Austria,AT,133.84,171.78,80.37,75.98,entsoe.eu,false,
2021-04-01 18:00:00,Austria,Austria,AT,119.36,154.31,82.81,78.87,entsoe.eu,false,
2021-04-01 19:00:00,Austria,Austria,AT,129.67,169.68,79.56,75.63,entsoe.eu,false,
2021-04-01 20:00:00,Austria,Austria,AT,135.56,176.19,79.36,75.47,entsoe.eu,false,
2021-04-01 21:00:00,Austria,Austria,AT,136.6,178.75,78.48,73.99,entsoe.eu,false,
2021-04-01 22:00:00,Austria,Austria,AT,132.77,174.96,78.97,73.94,entsoe.eu,false,
2021-04-01 23:00:00,Austria,Austria,AT,109.01,147.99,82.12,77.1,entsoe.eu,false,
2021-04-02 00:00:00,Austria,Austria,AT,105.33,143.85,82.88,77.82,entsoe.eu,false,
2021-04-02 01:00:00,Austria,Austria,AT,87.24,124.11,84.55,81.15,entsoe.eu,false,
2021-04-02 02:00:00,Austria,Austria,AT,73.45,108.99,86.17,83.48,entsoe.eu,false,
2021-04-02 03:00:00,Austria,Austria,AT,90.2,126.64,85.13,81.01,entsoe.eu,false,
2021-04-02 04:00:00,Austria,Austria,AT,90.46,127.68,83.82,80.83,entsoe.eu,false,
2021-04-02 05:00:00,Austria,Austria,AT,100.42,137.4,83.19,79.82,entsoe.eu,false,
2021-04-02 06:00:00,Austria,Austria,AT,111.41,149.82,82.75,79.17,entsoe.eu,false,
2021-04-02 07:00:00,Austria,Austria,AT,111.04,148.72,83.74,80.61,entsoe.eu,false,
2021-04-02 08:00:00,Austria,Austria,AT,107.7,147.55,82.86,79.78,entsoe.eu,false,
2021-04-02 09:00:00,Austria,Austria,AT,97.84,138.7,83.28,79.53,entsoe.eu,false,
2021-04-02 10:00:00,Austria,Austria,AT,96.53,139.66,82.3,79.47,entsoe.eu,false,
2021-04-02 11:00:00,Austria,Austria,AT,93.1,136.22,82.68,79.64,entsoe.eu,false,
2021-04-02 12:00:00,Austria,Austria,AT,82.73,123.33,85.19,81.73,entsoe.eu,false,
2021-04-02 13:00:00,Austria,Austria,AT,71.49,109.36,87.97,84.44,entsoe.eu,false,
2021-04-02 14:00:00,Austria,Austria,AT,76.17,113.43,87.63,83.29,entsoe.eu,false,
2021-04-02 15:00:00,Austria,Austria,AT,77.77,113.89,87.91,83.01,entsoe.eu,false,
2021-04-02 16:00:00,Austria,Austria,AT,88.03,124.47,86.16,81.31,entsoe.eu,false,
2021-04-02 17:00:00,Austria,Austria,AT,108.76,145.7,83.67,79.41,entsoe.eu,false,
2021-04-02 18:00:00,Austria,Austria,AT,112.8,149.61,83.44,79.72,entsoe.eu,false,
2021-04-02 19:00:00,Austria,Austria,AT,96.86,134.19,84.3,80.8,entsoe.eu,false,
2021-04-02 20:00:00,Austria,Austria,AT,88.92,126.03,84.67,81.54,entsoe.eu,false,
2021-04-02 21:00:00,Austria,Austria,AT,74.16,109.66,86.45,84.07,entsoe.eu,false,
2021-04-02 22:00:00,Austria,Austria,AT,60.67,92.93,89.32,86.71,entsoe.eu,false,
2021-04-02 23:00:00,Austria,Austria,AT,71.87,105.21,88.48,84.13,entsoe.eu,false,
2021-04-03 00:00:00,Austria,Austria,AT,77.64,112.34,87.68,82.82,entsoe.eu,false,
2021-04-03 01:00:00,Austria,Austria,AT,71.51,105.48,88.43,84.08,entsoe.eu,false,
2021-04-03 02:00:00,Austria,Austria,AT,74.29,108.26,88.12,82.99,entsoe.eu,false,
2021-04-03 03:00:00,Austria,Austria,AT,76.23,110.23,87.93,82.75,entsoe.eu,false,
2021-04-03 04:00:00,Austria,Austria,AT,73.75,107.78,87.85,82.93,entsoe.eu,false,
2021-04-03 05:00:00,Austria,Austria,AT,60.67,93.65,88.84,85.61,entsoe.eu,false,
2021-04-03 06:00:00,Austria,Austria,AT,55.75,88.5,89.49,87.17,entsoe.eu,false,
2021-04-03 07:00:00,Austria,Austria,AT,53.85,86.42,89.67,87.06,entsoe.eu,false,
2021-04-03 08:00:00,Austria,Austria,AT,54.91,88.54,89.49,86.05,entsoe.eu,false,
2021-04-03 09:00:00,Austria,Austria,AT,59.22,94.32,89.2,85.52,entsoe.eu,false,
2021-04-03 10:00:00,Austria,Austria,AT,56.89,91.79,89.74,86.64,entsoe.eu,false,
2021-04-03 11:00:00,Austria,Austria,AT,51.62,85.33,90.78,87.39,entsoe.eu,false,
2021-04-03 12:00:00,Austria,Austria,AT,51.07,84.77,91.12,87.09,entsoe.eu,false,
2021-04-03 13:00:00,Austria,Austria,AT,49.49,82.48,91.25,86.76,entsoe.eu,false,
2021-04-03 14:00:00,Austria,Austria,AT,53.07,85.89,90.85,85.85,entsoe.eu,false,
2021-04-03 15:00:00,Austria,Austria,AT,61.95,96.26,88.79,84.27,entsoe.eu,false,
2021-04-03 16:00:00,Austria,Austria,AT,59.82,91.77,88.84,86.97,entsoe.eu,false,
2021-04-03 17:00:00,Austria,Austria,AT,74.68,106.82,87.51,85.67,entsoe.eu,false,
2021-04-03 18:00:00,Austria,Austria,AT,75.8,105.99,88.7,87.77,entsoe.eu,false,
2021-04-03 19:00:00,Austria,Austria,AT,80.14,111.14,88.15,87.32,entsoe.eu,false,
2021-04-03 20:00:00,Austria,Austria,AT,81.36,112.57,88.01,87.46,entsoe.eu,false,
2021-04-03 21:00:00,Austria,Austria,AT,76.33,110.03,86.69,86.1,entsoe.eu,false,
2021-04-03 22:00:00,Austria,Austria,AT,69.38,103.6,86.76,85.98,entsoe.eu,false,
2021-04-03 23:00:00,Austria,Austria,AT,63.66,100.5,85.54,84.8,entsoe.eu,false,
2021-04-04 00:00:00,Austria,Austria,AT,69.03,106.67,84.79,83.6,entsoe.eu,false,
2021-04-04 01:00:00,Austria,Austria,AT,75.57,113.33,84.21,81.73,entsoe.eu,false,
2021-04-04 02:00:00,Austria,Austria,AT,82.78,120.61,83.61,80.8,entsoe.eu,false,
2021-04-04 03:00:00,Austria,Austria,AT,90.66,129.51,82.38,79.03,entsoe.eu,false,
2021-04-04 04:00:00,Austria,Austria,AT,99.05,138.13,81.48,77.59,entsoe.eu,false,
2021-04-04 05:00:00,Austria,Austria,AT,90.94,130.39,82.02,79.16,entsoe.eu,false,
2021-04-04 06:00:00,Austria,Austria,AT,96.0,138.1,81.92,78.79,entsoe.eu,false,
2021-04-04 07:00:00,Austria,Austria,AT,101.57,145.31,81.99,78.3,entsoe.eu,false,
2021-04-04 08:00:00,Austria,Austria,AT,86.54,126.23,86.45,81.95,entsoe.eu,false,
2021-04-04 09:00:00,Austria,Austria,AT,88.57,128.3,86.29,81.52,entsoe.eu,false,
2021-04-04 10:00:00,Austria,Austria,AT,91.22,131.37,85.82,80.88,entsoe.eu,false,
2021-04-04 11:00:00,Austria,Austria,AT,85.95,125.77,86.73,81.65,entsoe.eu,false,
2021-04-04 12:00:00,Austria,Austria,AT,85.18,125.65,86.73,81.87,entsoe.eu,false,
2021-04-04 13:00:00,Austria,Austria,AT,84.0,125.0,86.78,82.06,entsoe.eu,false,
2021-04-04 14:00:00,Austria,Austria,AT,93.39,134.37,85.64,79.89,entsoe.eu,false,
2021-04-04 15:00:00,Austria,Austria,AT,100.65,141.88,84.62,77.62,entsoe.eu,false,
2021-04-04 16:00:00,Austria,Austria,AT,118.18,160.0,82.12,75.21,entsoe.eu,false,
2021-04-04 17:00:00,Austria,Austria,AT,146.79,185.88,80.7,75.46,entsoe.eu,false,
2021-04-04 18:00:00,Austria,Austria,AT,155.63,192.95,80.8,76.03,entsoe.eu,false,
2021-04-04 19:00:00,Austria,Austria,AT,151.66,189.68,81.02,76.14,entsoe.eu,false,
2021-04-04 20:00:00,Austria,Austria,AT,159.63,203.56,76.78,69.74,entsoe.eu,false,
2021-04-04 21:00:00,Austria,Austria,AT,151.16,194.03,78.82,70.79,entsoe.eu,false,
2021-04-04 22:00:00,Austria,Austria,AT,134.48,178.26,79.91,71.56,entsoe.eu,false,
2021-04-04 23:00:00,Austria,Austria,AT,126.07,167.92,81.77,73.64,entsoe.eu,false,
2021-04-05 00:00:00,Austria,Austria,AT,115.07,154.45,84.19,76.25,entsoe.eu,false,
2021-04-05 01:00:00,Austria,Austria,AT,107.39,144.88,85.79,78.13,entsoe.eu,false,
2021-04-05 02:00:00,Austria,Austria,AT,107.97,145.74,85.58,77.79,entsoe.eu,false,
2021-04-05 03:00:00,Austria,Austria,AT,111.52,150.2,84.5,76.32,entsoe.eu,false,
2021-04-05 04:00:00,Austria,Austria,AT,111.25,149.63,84.61,76.39,entsoe.eu,false,
2021-04-05 05:00:00,Austria,Austria,AT,104.93,144.29,84.73,77.04,entsoe.eu,false,
2021-04-05 06:00:00,Austria,Austria,AT,105.16,145.74,83.87,76.63,entsoe.eu,false,
2021-04-05 07:00:00,Austria,Austria,AT,107.93,150.63,82.36,76.17,entsoe.eu,false,
2021-04-05 08:00:00,Austria,Austria,AT,97.61,140.03,83.09,78.57,entsoe.eu,false,
2021-04-05 09:00:00,Austria,Austria,AT,81.08,121.03,85.33,82.06,entsoe.eu,false,
2021-04-05 10:00:00,Austria,Austria,AT,71.11,109.49,87.08,84.14,entsoe.eu,false,
2021-04-05 11:00:00,Austria,Austria,AT,72.19,111.69,86.28,83.57,entsoe.eu,false,
2021-04-05 12:00:00,Austria,Austria,AT,77.41,117.46,85.64,82.53,entsoe.eu,false,
2021-04-05 13:00:00,Austria,Austria,AT,81.09,121.4,85.05,81.57,entsoe.eu,false,
2021-04-05 14:00:00,Austria,Austria,AT,80.26,117.8,86.5,81.86,entsoe.eu,false,
2021-04-05 15:00:00,Austria,Austria,AT,89.66,127.59,85.41,79.95,entsoe.eu,false,
2021-04-05 16:00:00,Austria,Austria,AT,89.12,126.86,85.07,79.98,entsoe.eu,false,
2021-04-05 17:00:00,Austria,Austria,AT,97.88,132.1,87.12,82.67,entsoe.eu,false,
2021-04-05 18:00:00,Austria,Austria,AT,96.57,126.81,89.85,86.15,entsoe.eu,false,
2021-04-05 19:00:00,Austria,Austria,AT,85.42,117.99,89.19,85.15,entsoe.eu,false,
2021-04-05 20:00:00,Austria,Austria,AT,83.58,115.58,89.41,84.58,entsoe.eu,false,
2021-04-05 21:00:00,Austria,Austria,AT,59.32,89.37,91.7,88.64,entsoe.eu,false,
2021-04-05 22:00:00,Austria,Austria,AT,69.09,100.86,90.13,84.8,entsoe.eu,false,
2021-04-05 23:00:00,Austria,Austria,AT,77.74,111.29,88.32,83.08,entsoe.eu,false,
2021-04-06 00:00:00,Austria,Austria,AT,81.76,116.27,87.3,81.75,entsoe.eu,false,
2021-04-06 01:00:00,Austria,Austria,AT,82.19,117.72,86.33,82.05,entsoe.eu,false,
2021-04-06 02:00:00,Austria,Austria,AT,95.61,132.37,84.53,80.29,entsoe.eu,false,
2021-04-06 03:00:00,Austria,Austria,AT,99.58,136.13,83.66,80.21,entsoe.eu,false,
2021-04-06 04:00:00,Austria,Austria,AT,112.92,143.51,85.88,84.17,entsoe.eu,false,
2021-04-06 05:00:00,Austria,Austria,AT,131.08,159.17,85.94,84.23,entsoe.eu,false,
2021-04-06 06:00:00,Austria,Austria,AT,145.99,175.03,84.87,82.55,entsoe.eu,false,
2021-04-06 07:00:00,Austria,Austria,AT,141.02,169.94,85.06,82.89,entsoe.eu,false,
2021-04-06 08:00:00,Austria,Austria,AT,150.9,184.08,82.29,79.04,entsoe.eu,false,
2021-04-06 09:00:00,Austria,Austria,AT,154.07,188.43,81.78,78.32,entsoe.eu,false,
2021-04-06 10:00:00,Austria,Austria,AT,141.27,175.49,82.97,80.01,entsoe.eu,false,
2021-04-06 11:00:00,Austria,Austria,AT,132.85,168.22,83.12,80.06,entsoe.eu,false,
2021-04-06 12:00:00,Austria,Austria,AT,133.64,170.88,82.16,78.64,entsoe.eu,false,
2021-04-06 13:00:00,Austria,Austria,AT,133.83,173.28,80.57,76.56,entsoe.eu,false,
2021-04-06 14:00:00,Austria,Austria,AT,154.82,195.72,78.51,73.76,entsoe.eu,false,
2021-04-06 15:00:00,Austria,Austria,AT,172.69,212.81,77.66,73.07,entsoe.eu,false,
