Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-03 02:00:00,Austria,Austria,AT,86.94,120.75,87.25,81.57,entsoe.eu,false,
2022-01-03 03:00:00,Austria,Austria,AT,94.72,129.98,85.42,80.01,entsoe.eu,false,
2022-01-03 04:00:00,Austria,Austria,AT,106.99,142.41,84.05,78.45,entsoe.eu,false,
2022-01-03 05:00:00,Austria,Austria,AT,116.25,152.17,82.67,77.61,entsoe.eu,false,
2022-01-03 06:00:00,Austria,Austria,AT,124.86,162.89,79.67,75.6,entsoe.eu,false,
2022-01-03 07:00:00,Austria,Austria,AT,137.62,174.23,79.56,75.4,entsoe.eu,false,
2022-01-03 08:00:00,Austria,Austria,AT,157.92,194.44,78.83,74.38,entsoe.eu,false,
2022-01-03 09:00:00,Austria,Austria,AT,155.97,192.13,79.36,75.23,entsoe.eu,false,
2022-01-03 10:00:00,Austria,Austria,AT,148.14,185.04,79.15,75.05,entsoe.eu,false,
2022-01-03 11:00:00,Austria,Austria,AT,141.68,179.16,78.87,74.84,entsoe.eu,false,
2022-01-03 12:00:00,Austria,Austria,AT,142.02,180.83,77.81,73.46,entsoe.eu,false,
2022-01-03 13:00:00,Austria,Austria,AT,144.69,180.79,79.68,75.05,entsoe.eu,false,
2022-01-03 14:00:00,Austria,Austria,AT,150.93,185.72,80.37,75.77,entsoe.eu,false,
2022-01-03 15:00:00,Austria,Austria,AT,171.62,206.3,79.3,74.27,entsoe.eu,false,
2022-01-03 16:00:00,Austria,Austria,AT,178.23,210.57,80.12,75.02,entsoe.eu,false,
2022-01-03 17:00:00,Austria,Austria,AT,183.16,215.49,79.83,74.6,entsoe.eu,false,
2022-01-03 18:00:00,Austria,Austria,AT,193.07,226.75,78.61,73.13,entsoe.eu,false,
2022-01-03 19:00:00,Austria,Austria,AT,204.14,239.41,77.12,71.38,entsoe.eu,false,
2022-01-03 20:00:00,Austria,Austria,AT,211.03,249.76,74.34,67.59,entsoe.eu,false,
2022-01-03 21:00:00,Austria,Austria,AT,205.56,243.78,74.4,67.29,entsoe.eu,false,
2022-01-03 22:00:00,Austria,Austria,AT,197.84,234.74,75.56,68.32,entsoe.eu,false,
2022-01-03 23:00:00,Austria,Austria,AT,212.64,255.28,71.47,63.58,entsoe.eu,false,
2022-01-04 00:00:00,Austria,Austria,AT,204.49,247.92,72.06,64.74,entsoe.eu,false,
2022-01-04 01:00:00,Austria,Austria,AT,201.38,245.08,71.67,64.23,entsoe.eu,false,
2022-01-04 02:00:00,Austria,Austria,AT,199.5,244.42,70.62,63.53,entsoe.eu,false,
2022-01-04 03:00:00,Austria,Austria,AT,210.73,256.71,69.11,61.85,entsoe.eu,false,
2022-01-04 04:00:00,Austria,Austria,AT,234.83,282.04,66.04,57.98,entsoe.eu,false,
2022-01-04 05:00:00,Austria,Austria,AT,248.72,297.47,64.54,57.63,entsoe.eu,false,
2022-01-04 06:00:00,Austria,Austria,AT,239.3,282.98,68.43,62.99,entsoe.eu,false,
2022-01-04 07:00:00,Austria,Austria,AT,232.14,272.48,71.08,66.25,entsoe.eu,false,
2022-01-04 08:00:00,Austria,Austria,AT,230.89,270.16,71.88,67.2,entsoe.eu,false,
2022-01-04 09:00:00,Austria,Austria,AT,231.46,271.52,71.32,66.7,entsoe.eu,false,
2022-01-04 10:00:00,Austria,Austria,AT,228.46,269.98,70.29,65.57,entsoe.eu,false,
2022-01-04 11:00:00,Austria,Austria,AT,225.25,267.21,70.29,65.78,entsoe.eu,false,
2022-01-04 12:00:00,Austria,Austria,AT,215.94,259.19,69.67,65.2,entsoe.eu,false,
2022-01-04 13:00:00,Austria,Austria,AT,201.82,243.9,71.14,67.2,entsoe.eu,false,
2022-01-04 14:00:00,Austria,Austria,AT,185.6,227.6,71.78,68.32,entsoe.eu,false,
2022-01-04 15:00:00,Austria,Austria,AT,197.75,239.78,71.15,67.24,entsoe.eu,false,
2022-01-04 16:00:00,Austria,Austria,AT,190.0,227.99,73.89,70.16,entsoe.eu,false,
2022-01-04 17:00:00,Austria,Austria,AT,201.63,241.63,71.97,67.78,entsoe.eu,false,
2022-01-04 18:00:00,Austria,Austria,AT,205.46,246.67,71.01,66.68,entsoe.eu,false,
2022-01-04 19:00:00,Austria,Austria,AT,214.27,258.99,68.36,63.28,entsoe.eu,false,
2022-01-04 20:00:00,Austria,Austria,AT,208.13,250.89,69.81,64.4,entsoe.eu,false,
2022-01-04 21:00:00,Austria,Austria,AT,220.43,264.19,68.39,62.14,entsoe.eu,false,
2022-01-04 22:00:00,Austria,Austria,AT,229.27,275.33,66.42,59.34,entsoe.eu,false,
2022-01-04 23:00:00,Austria,Austria,AT,235.49,279.81,68.19,60.0,entsoe.eu,false,
2022-01-05 00:00:00,Austria,Austria,AT,220.6,262.27,71.35,62.35,entsoe.eu,false,
2022-01-05 01:00:00,Austria,Austria,AT,206.34,247.04,72.89,63.56,entsoe.eu,false,
2022-01-05 02:00:00,Austria,Austria,AT,197.06,237.98,73.74,64.72,entsoe.eu,false,
2022-01-05 03:00:00,Austria,Austria,AT,201.27,242.42,73.63,65.32,entsoe.eu,false,
2022-01-05 04:00:00,Austria,Austria,AT,210.97,251.78,73.22,65.88,entsoe.eu,false,
2022-01-05 05:00:00,Austria,Austria,AT,218.21,258.84,72.55,65.45,entsoe.eu,false,
2022-01-05 06:00:00,Austria,Austria,AT,201.5,240.34,73.81,67.77,entsoe.eu,false,
2022-01-05 07:00:00,Austria,Austria,AT,207.83,245.52,73.84,68.08,entsoe.eu,false,
2022-01-05 08:00:00,Austria,Austria,AT,198.83,236.61,74.62,69.27,entsoe.eu,false,
2022-01-05 09:00:00,Austria,Austria,AT,188.01,225.21,75.59,70.13,entsoe.eu,false,
2022-01-05 10:00:00,Austria,Austria,AT,179.87,217.49,75.82,70.67,entsoe.eu,false,
2022-01-05 11:00:00,Austria,Austria,AT,174.19,212.27,76.09,71.16,entsoe.eu,false,
2022-01-05 12:00:00,Austria,Austria,AT,171.33,208.97,76.64,71.78,entsoe.eu,false,
2022-01-05 13:00:00,Austria,Austria,AT,185.37,222.77,76.05,70.68,entsoe.eu,false,
2022-01-05 14:00:00,Austria,Austria,AT,188.88,225.52,76.27,71.27,entsoe.eu,false,
2022-01-05 15:00:00,Austria,Austria,AT,181.24,216.95,77.11,72.46,entsoe.eu,false,
2022-01-05 16:00:00,Austria,Austria,AT,164.55,197.94,79.0,74.76,entsoe.eu,false,
2022-01-05 17:00:00,Austria,Austria,AT,161.15,194.36,78.94,74.6,entsoe.eu,false,
2022-01-05 18:00:00,Austria,Austria,AT,150.19,183.2,79.22,74.94,entsoe.eu,false,
2022-01-05 19:00:00,Austria,Austria,AT,146.39,180.82,78.5,74.23,entsoe.eu,false,
2022-01-05 20:00:00,Austria,Austria,AT,136.02,170.8,78.8,74.73,entsoe.eu,false,
2022-01-05 21:00:00,Austria,Austria,AT,126.14,158.11,81.0,76.43,entsoe.eu,false,
2022-01-05 22:00:00,Austria,Austria,AT,111.24,141.69,82.28,77.94,entsoe.eu,false,
2022-01-05 23:00:00,Austria,Austria,AT,117.76,147.71,82.6,77.5,entsoe.eu,false,
2022-01-06 00:00:00,Austria,Austria,AT,121.79,151.84,82.3,77.03,entsoe.eu,false,
2022-01-06 01:00:00,Austria,Austria,AT,120.52,148.95,82.32,77.12,entsoe.eu,false,
2022-01-06 02:00:00,Austria,Austria,AT,134.02,162.47,80.93,74.87,entsoe.eu,false,
2022-01-06 03:00:00,Austria,Austria,AT,134.34,166.16,79.56,74.05,entsoe.eu,false,
2022-01-06 04:00:00,Austria,Austria,AT,126.96,161.43,77.66,73.48,entsoe.eu,false,
2022-01-06 05:00:00,Austria,Austria,AT,134.69,176.13,74.64,72.15,entsoe.eu,false,
2022-01-06 06:00:00,Austria,Austria,AT,126.36,161.66,79.6,78.33,entsoe.eu,false,
2022-01-06 07:00:00,Austria,Austria,AT,126.92,161.09,80.23,79.1,entsoe.eu,false,
2022-01-06 08:00:00,Austria,Austria,AT,127.0,161.53,79.59,78.26,entsoe.eu,false,
2022-01-06 09:00:00,Austria,Austria,AT,133.83,168.97,79.14,77.66,entsoe.eu,false,
2022-01-06 10:00:00,Austria,Austria,AT,132.55,168.16,79.42,78.01,entsoe.eu,false,
2022-01-06 11:00:00,Austria,Austria,AT,126.27,163.22,78.73,77.16,entsoe.eu,false,
2022-01-06 12:00:00,Austria,Austria,AT,128.38,168.36,75.48,73.23,entsoe.eu,false,
2022-01-06 13:00:00,Austria,Austria,AT,125.37,162.65,77.5,75.58,entsoe.eu,false,
2022-01-06 14:00:00,Austria,Austria,AT,138.9,174.01,77.88,75.91,entsoe.eu,false,
2022-01-06 15:00:00,Austria,Austria,AT,153.03,186.09,79.43,77.47,entsoe.eu,false,
2022-01-06 16:00:00,Austria,Austria,AT,161.82,194.88,79.26,77.05,entsoe.eu,false,
2022-01-06 17:00:00,Austria,Austria,AT,171.2,204.9,78.02,75.27,entsoe.eu,false,
2022-01-06 18:00:00,Austria,Austria,AT,172.66,206.62,77.89,75.01,entsoe.eu,false,
2022-01-06 19:00:00,Austria,Austria,AT,192.12,230.94,73.56,69.54,entsoe.eu,false,
2022-01-06 20:00:00,Austria,Austria,AT,204.06,248.72,68.98,64.12,entsoe.eu,false,
2022-01-06 21:00:00,Austria,Austria,AT,237.56,286.18,64.62,58.19,entsoe.eu,false,
2022-01-06 22:00:00,Austria,Austria,AT,235.96,281.83,66.28,58.87,entsoe.eu,false,
2022-01-06 23:00:00,Austria,Austria,AT,244.0,288.91,66.93,58.19,entsoe.eu,false,
2022-01-07 00:00:00,Austria,Austria,AT,250.4,292.08,67.24,56.35,entsoe.eu,false,
2022-01-07 01:00:00,Austria,Austria,AT,252.93,296.73,67.26,56.94,entsoe.eu,false,
2022-01-07 02:00:00,Austria,Austria,AT,255.39,300.31,67.05,56.76,entsoe.eu,false,
2022-01-07 03:00:00,Austria,Austria,AT,262.66,309.63,66.81,57.43,entsoe.eu,false,
2022-01-07 04:00:00,Austria,Austria,AT,279.32,328.1,64.45,55.78,entsoe.eu,false,
2022-01-07 05:00:00,Austria,Austria,AT,278.24,328.87,63.12,55.61,entsoe.eu,false,
2022-01-07 06:00:00,Austria,Austria,AT,263.52,313.76,63.97,57.76,entsoe.eu,false,
2022-01-07 07:00:00,Austria,Austria,AT,253.94,301.67,65.65,59.63,entsoe.eu,false,
2022-01-07 08:00:00,Austria,Austria,AT,238.89,285.85,66.94,61.12,entsoe.eu,false,
2022-01-07 09:00:00,Austria,Austria,AT,243.61,292.22,65.5,59.63,entsoe.eu,false,
2022-01-07 10:00:00,Austria,Austria,AT,244.83,294.41,64.86,58.83,entsoe.eu,false,
2022-01-07 11:00:00,Austria,Austria,AT,247.28,297.93,64.11,58.09,entsoe.eu,false,
2022-01-07 12:00:00,Austria,Austria,AT,256.75,307.86,63.9,58.04,entsoe.eu,false,
2022-01-07 13:00:00,Austria,Austria,AT,264.63,315.27,63.46,57.21,entsoe.eu,false,
2022-01-07 14:00:00,Austria,Austria,AT,273.64,324.81,62.64,56.31,entsoe.eu,false,
2022-01-07 15:00:00,Austria,Austria,AT,260.7,307.96,65.5,59.83,entsoe.eu,false,
2022-01-07 16:00:00,Austria,Austria,AT,226.7,266.45,71.75,67.66,entsoe.eu,false,
2022-01-07 17:00:00,Austria,Austria,AT,218.47,257.44,72.11,68.33,entsoe.eu,false,
2022-01-07 18:00:00,Austria,Austria,AT,219.79,261.74,69.99,66.15,entsoe.eu,false,
2022-01-07 19:00:00,Austria,Austria,AT,232.66,279.12,66.35,61.94,entsoe.eu,false,
2022-01-07 20:00:00,Austria,Austria,AT,257.68,309.67,61.49,55.32,entsoe.eu,false,
2022-01-07 21:00:00,Austria,Austria,AT,268.35,320.29,60.98,53.91,entsoe.eu,false,
2022-01-07 22:00:00,Austria,Austria,AT,260.95,310.76,62.93,55.24,entsoe.eu,false,
2022-01-07 23:00:00,Austria,Austria,AT,249.51,299.94,63.38,56.01,entsoe.eu,false,
2022-01-08 00:00:00,Austria,Austria,AT,272.53,322.8,62.85,53.88,entsoe.eu,false,
2022-01-08 01:00:00,Austria,Austria,AT,272.31,321.49,63.51,53.47,entsoe.eu,false,
2022-01-08 02:00:00,Austria,Austria,AT,270.11,318.78,63.86,53.17,entsoe.eu,false,
2022-01-08 03:00:00,Austria,Austria,AT,288.32,339.11,62.25,51.72,entsoe.eu,false,
2022-01-08 04:00:00,Austria,Austria,AT,299.23,352.64,60.44,50.61,entsoe.eu,false,
2022-01-08 05:00:00,Austria,Austria,AT,296.15,352.77,58.13,50.05,entsoe.eu,false,
2022-01-08 06:00:00,Austria,Austria,AT,292.04,347.19,58.83,50.99,entsoe.eu,false,
2022-01-08 07:00:00,Austria,Austria,AT,299.6,353.74,60.01,52.44,entsoe.eu,false,
2022-01-08 08:00:00,Austria,Austria,AT,290.33,340.41,63.28,56.49,entsoe.eu,false,
2022-01-08 09:00:00,Austria,Austria,AT,294.97,347.95,61.54,54.55,entsoe.eu,false,
2022-01-08 10:00:00,Austria,Austria,AT,294.81,350.4,60.21,53.18,entsoe.eu,false,
2022-01-08 11:00:00,Austria,Austria,AT,287.04,343.85,59.18,52.36,entsoe.eu,false,
2022-01-08 12:00:00,Austria,Austria,AT,281.91,341.45,58.14,52.04,entsoe.eu,false,
2022-01-08 13:00:00,Austria,Austria,AT,283.01,343.08,57.47,51.13,entsoe.eu,false,
2022-01-08 14:00:00,Austria,Austria,AT,284.17,343.71,57.68,51.22,entsoe.eu,false,
2022-01-08 15:00:00,Austria,Austria,AT,271.51,330.39,57.89,51.74,entsoe.eu,false,
2022-01-08 16:00:00,Austria,Austria,AT,261.25,318.18,59.3,53.62,entsoe.eu,false,
2022-01-08 17:00:00,Austria,Austria,AT,255.4,310.02,61.27,55.71,entsoe.eu,false,
2022-01-08 18:00:00,Austria,Austria,AT,255.58,312.35,59.91,53.78,entsoe.eu,false,
2022-01-08 19:00:00,Austria,Austria,AT,252.07,309.79,59.26,52.8,entsoe.eu,false,
2022-01-08 20:00:00,Austria,Austria,AT,249.56,304.85,61.4,53.81,entsoe.eu,false,
2022-01-08 21:00:00,Austria,Austria,AT,248.05,299.54,64.54,55.62,entsoe.eu,false,
2022-01-08 22:00:00,Austria,Austria,AT,242.59,291.64,66.58,57.12,entsoe.eu,false,
2022-01-08 23:00:00,Austria,Austria,AT,214.49,260.57,71.25,61.06,entsoe.eu,false,
2022-01-09 00:00:00,Austria,Austria,AT,204.05,248.94,73.24,63.22,entsoe.eu,false,
2022-01-09 01:00:00,Austria,Austria,AT,185.46,228.92,76.17,66.74,entsoe.eu,false,
2022-01-09 02:00:00,Austria,Austria,AT,170.73,212.95,77.79,68.72,entsoe.eu,false,
2022-01-09 03:00:00,Austria,Austria,AT,172.56,214.75,77.52,68.75,entsoe.eu,false,
2022-01-09 04:00:00,Austria,Austria,AT,170.78,213.0,77.33,69.27,entsoe.eu,false,
2022-01-09 05:00:00,Austria,Austria,AT,184.14,227.73,75.22,67.76,entsoe.eu,false,
2022-01-09 06:00:00,Austria,Austria,AT,201.68,246.87,72.48,64.85,entsoe.eu,false,
2022-01-09 07:00:00,Austria,Austria,AT,222.02,268.84,69.5,62.14,entsoe.eu,false,
2022-01-09 08:00:00,Austria,Austria,AT,252.93,301.97,66.14,59.22,entsoe.eu,false,
2022-01-09 09:00:00,Austria,Austria,AT,266.35,316.39,64.74,58.0,entsoe.eu,false,
2022-01-09 10:00:00,Austria,Austria,AT,270.36,320.13,64.62,58.24,entsoe.eu,false,
2022-01-09 11:00:00,Austria,Austria,AT,272.92,322.28,64.79,58.49,entsoe.eu,false,
2022-01-09 12:00:00,Austria,Austria,AT,297.78,354.47,59.22,51.93,entsoe.eu,false,
2022-01-09 13:00:00,Austria,Austria,AT,309.74,367.65,57.81,50.44,entsoe.eu,false,
2022-01-09 14:00:00,Austria,Austria,AT,318.19,377.2,56.13,48.6,entsoe.eu,false,
2022-01-09 15:00:00,Austria,Austria,AT,318.08,376.95,55.8,48.12,entsoe.eu,false,
2022-01-09 16:00:00,Austria,Austria,AT,300.18,354.95,58.78,51.58,entsoe.eu,false,
2022-01-09 17:00:00,Austria,Austria,AT,291.4,342.45,61.34,54.7,entsoe.eu,false,
2022-01-09 18:00:00,Austria,Austria,AT,297.26,349.45,60.03,53.1,entsoe.eu,false,
2022-01-09 19:00:00,Austria,Austria,AT,313.43,370.73,56.03,48.77,entsoe.eu,false,
2022-01-09 20:00:00,Austria,Austria,AT,327.69,387.39,53.91,46.38,entsoe.eu,false,
2022-01-09 21:00:00,Austria,Austria,AT,318.19,377.4,53.96,46.06,entsoe.eu,false,
2022-01-09 22:00:00,Austria,Austria,AT,304.91,363.28,53.92,45.15,entsoe.eu,false,
2022-01-09 23:00:00,Austria,Austria,AT,323.88,383.33,52.38,41.97,entsoe.eu,false,
2022-01-10 00:00:00,Austria,Austria,AT,314.58,373.79,52.73,42.4,entsoe.eu,false,
2022-01-10 01:00:00,Austria,Austria,AT,307.23,366.47,52.65,42.39,entsoe.eu,false,
2022-01-10 02:00:00,Austria,Austria,AT,307.19,367.28,52.56,42.96,entsoe.eu,false,
2022-01-10 03:00:00,Austria,Austria,AT,317.71,378.79,52.05,42.75,entsoe.eu,false,
2022-01-10 04:00:00,Austria,Austria,AT,307.58,368.54,52.9,45.02,entsoe.eu,false,
2022-01-10 05:00:00,Austria,Austria,AT,270.38,324.69,58.58,52.75,entsoe.eu,false,
2022-01-10 06:00:00,Austria,Austria,AT,218.47,263.23,67.49,60.99,entsoe.eu,false,
2022-01-10 07:00:00,Austria,Austria,AT,207.0,250.68,68.89,64.7,entsoe.eu,false,
2022-01-10 08:00:00,Austria,Austria,AT,201.02,243.62,70.14,66.53,entsoe.eu,false,
2022-01-10 09:00:00,Austria,Austria,AT,197.41,240.76,69.89,65.51,entsoe.eu,false,
2022-01-10 10:00:00,Austria,Austria,AT,202.68,246.9,68.95,64.6,entsoe.eu,false,
2022-01-10 11:00:00,Austria,Austria,AT,200.92,245.16,69.07,65.11,entsoe.eu,false,
2022-01-10 12:00:00,Austria,Austria,AT,198.22,241.19,70.3,67.67,entsoe.eu,false,
2022-01-10 13:00:00,Austria,Austria,AT,197.84,241.13,70.05,67.91,entsoe.eu,false,
2022-01-10 14:00:00,Austria,Austria,AT,190.48,231.61,71.56,69.71,entsoe.eu,false,
2022-01-10 15:00:00,Austria,Austria,AT,181.2,221.75,71.86,69.44,entsoe.eu,false,
2022-01-10 16:00:00,Austria,Austria,AT,166.32,204.81,74.48,71.41,entsoe.eu,false,
2022-01-10 17:00:00,Austria,Austria,AT,164.67,205.42,73.19,70.73,entsoe.eu,false,
2022-01-10 18:00:00,Austria,Austria,AT,161.54,203.73,72.53,70.23,entsoe.eu,false,
2022-01-10 19:00:00,Austria,Austria,AT,174.72,222.19,67.71,65.18,entsoe.eu,false,
2022-01-10 20:00:00,Austria,Austria,AT,178.78,228.67,65.59,63.35,entsoe.eu,false,
2022-01-10 21:00:00,Austria,Austria,AT,198.85,253.01,61.52,58.39,entsoe.eu,false,
2022-01-10 22:00:00,Austria,Austria,AT,231.6,287.35,59.74,55.94,entsoe.eu,false,
2022-01-10 23:00:00,Austria,Austria,AT,212.89,267.73,60.87,57.31,entsoe.eu,false,
2022-01-11 00:00:00,Austria,Austria,AT,209.71,263.82,60.93,57.53,entsoe.eu,false,
2022-01-11 01:00:00,Austria,Austria,AT,221.55,277.38,60.0,56.57,entsoe.eu,false,
2022-01-11 02:00:00,Austria,Austria,AT,220.8,276.15,60.49,56.98,entsoe.eu,false,
2022-01-11 03:00:00,Austria,Austria,AT,215.79,271.64,60.82,57.76,entsoe.eu,false,
2022-01-11 04:00:00,Austria,Austria,AT,219.39,273.76,60.35,56.6,entsoe.eu,false,
2022-01-11 05:00:00,Austria,Austria,AT,191.03,245.78,60.93,58.37,entsoe.eu,false,
2022-01-11 06:00:00,Austria,Austria,AT,183.25,235.08,62.63,60.24,entsoe.eu,false,
2022-01-11 07:00:00,Austria,Austria,AT,180.34,229.83,65.27,63.61,entsoe.eu,false,
2022-01-11 08:00:00,Austria,Austria,AT,178.31,227.37,65.76,64.39,entsoe.eu,false,
2022-01-11 09:00:00,Austria,Austria,AT,184.22,239.28,60.95,58.89,entsoe.eu,false,
2022-01-11 10:00:00,Austria,Austria,AT,201.16,258.46,57.8,55.36,entsoe.eu,false,
2022-01-11 11:00:00,Austria,Austria,AT,206.76,265.24,56.94,54.08,entsoe.eu,false,
2022-01-11 12:00:00,Austria,Austria,AT,204.81,262.89,56.73,54.04,entsoe.eu,false,
2022-01-11 13:00:00,Austria,Austria,AT,219.55,277.04,56.46,53.23,entsoe.eu,false,
2022-01-11 14:00:00,Austria,Austria,AT,201.8,257.52,58.91,56.01,entsoe.eu,false,
2022-01-11 15:00:00,Austria,Austria,AT,184.92,237.78,62.91,61.03,entsoe.eu,false,
2022-01-11 16:00:00,Austria,Austria,AT,173.28,217.8,69.68,68.1,entsoe.eu,false,
2022-01-11 17:00:00,Austria,Austria,AT,172.44,213.07,72.05,70.18,entsoe.eu,false,
2022-01-11 18:00:00,Austria,Austria,AT,175.32,218.28,69.57,67.22,entsoe.eu,false,
2022-01-11 19:00:00,Austria,Austria,AT,180.77,229.28,64.28,61.11,entsoe.eu,false,
2022-01-11 20:00:00,Austria,Austria,AT,200.73,254.14,61.38,57.86,entsoe.eu,false,
2022-01-11 21:00:00,Austria,Austria,AT,218.65,273.55,59.25,55.16,entsoe.eu,false,
2022-01-11 22:00:00,Austria,Austria,AT,231.04,287.83,58.21,54.0,entsoe.eu,false,
2022-01-11 23:00:00,Austria,Austria,AT,235.84,293.15,58.61,54.72,entsoe.eu,false,
2022-01-12 00:00:00,Austria,Austria,AT,235.55,292.97,58.49,54.58,entsoe.eu,false,
2022-01-12 01:00:00,Austria,Austria,AT,239.59,298.54,57.87,53.88,entsoe.eu,false,
2022-01-12 02:00:00,Austria,Austria,AT,241.85,300.62,58.0,54.04,entsoe.eu,false,
2022-01-12 03:00:00,Austria,Austria,AT,254.95,314.03,56.71,52.28,entsoe.eu,false,
2022-01-12 04:00:00,Austria,Austria,AT,246.7,304.64,57.23,52.85,entsoe.eu,false,
2022-01-12 05:00:00,Austria,Austria,AT,222.98,277.48,59.42,55.59,entsoe.eu,false,
